lab name;lab_nr;probenahme;versuchsfläche;gps_lat;gps_lon;bodenklimaraum;bodengruppe;kultur;sorte;öko/konv;ertrag (dt/ha);rohprotein (% TS);stärke (%);zucker (% TS);öl (%);bewässerung;besonderheiten;dat_saat;dat_ernte;entwicklungsstadium;d_org;d_n;d_p2o5;d_k2o;d_mgo;d_cao;d_s;d_b;d_mn;d_cu;d_zn;d_fe;dat_düng;anm_dgg;p_n;p_ca;p_p;p_k;p_mg;p_na;p_s;p_b;p_mn;p_cu;p_zn;p_fe;p_mo;p_al;p_co;p_se;p_si;p_c;p_c_n;p_n_s;p_ts;ph_wert;b_n;b_p;b_k;b_mg;b_ca;b_b;b_mn;b_cu;b_zn;b_fe;b_c_n;b_c;b_humus;station_id;station_name;station_lat;station_lon
IAU;3_604;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;423,1;;;;;0;;23.04.2024;03.09.2024;40-60 cm;;140;60;;;;;0;0;0;0;0;18.04.2024;;4,88;0,82;0,35;1,25;0,34;0,01;0,33;7,4;71,7;10,91;36,9;282,6;0,32;310,4;0,17;0,04;;45,02;9,23;14,87;14,5;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_605;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;499,3;;;;;0;;23.04.2024;03.09.2024;40-60 cm;;140;;230;;;;0;0;0;0;0;18.04.2024;;4,37;0,42;0,2;2,74;0,16;0,01;0,29;7,2;61,9;10,14;38,5;289,7;0,25;346,9;0,14;0,06;;44,75;10,23;15,25;13,4;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_606;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;473,8;;;;;0;;23.04.2024;03.09.2024;40-60 cm;;140;;;;;;0;0;0;0;0;18.04.2024;;4,61;0,68;0,18;1,62;0,3;0,01;0,33;9;98,7;12,36;52,8;336,1;0,11;391;0,22;0,06;;44,92;9,75;13,8;12,6;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_577;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;567,5;;;;;0;;24.04.2024;30.08.2024;40-60 cm;;;28;110;;;;0;0;0;0;0;;;4,47;0,34;0,49;3,5;0,14;0,01;0,28;6,7;53,9;8,65;27,3;208;1,78;204,8;0,09;0,04;;44,32;9,91;16,05;17,7;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_578;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;506,6;;;;;0;;24.04.2024;30.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;4,27;0,35;0,42;3,21;0,14;0,01;0,28;6,6;55,5;9,33;27,8;219;1,5;217,8;0,07;0,05;;42,89;10,04;15,15;17,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_583;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;352,6;;;;;0;;24.04.2024;30.08.2024;40-60 cm;;;60;230;;;;0;0;0;0;0;;;3,64;0,45;0,4;3,14;0,11;0,01;0,25;5,4;44,9;8,32;17,7;311,3;1,13;352,7;0,13;0,05;;44,38;12,2;14,7;17,5;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_584;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;198,3;;;;;0;;24.04.2024;30.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,88;0,6;0,25;1,82;0,23;0;0,25;5,9;48,3;8,74;27,7;338,2;1,6;424,8;0,14;0,05;;45,55;11,73;15,3;18,8;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_589;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;536,3;;;;;0;;23.04.2024;02.09.2024;40-60 cm;;;28;110;;;;0;0;0;0;0;;;4,46;0,33;0,52;3,43;0,13;0,01;0,29;6,3;36,1;8,48;26,6;194,9;1,19;190,7;0,08;0,03;;44,15;9,9;15,39;15,6;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_590;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;514,6;;;;;0;;23.04.2024;02.09.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;4,23;0,37;0,45;3,21;0,13;0,01;0,29;6,3;38,4;8,34;26,8;223,2;1,1;204,1;0,11;0,03;;44,44;10,49;14,61;15,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_595;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;235,5;;;;;0;;23.04.2024;02.09.2024;40-60 cm;;;60;230;;;;0;0;0;0;0;;;3,95;0,48;0,42;3,25;0,12;0,02;0,3;7;44,6;9,86;27;319,2;0,5;441,8;0,15;0,08;;44,34;11,21;13,3;15;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_596;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;155,1;;;;;0;;23.04.2024;02.09.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,66;0,53;0,31;2,38;0,17;0,01;0,25;6,6;41;9,55;30,1;320,5;0,79;391,9;0,13;0,08;;45,19;12,34;14,4;15,7;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_601;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;554,1;;;;;0;;23.04.2024;03.09.2024;40-60 cm;1;;28;110;;;;0;0;0;0;0;;;4,74;0,41;0,44;3,29;0,14;0,01;0,31;7,5;42,9;9,38;29,4;226,5;0,75;212,2;0,1;0,11;;44,39;9,37;15,33;15;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_602;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;521,5;;;;;0;;23.04.2024;03.09.2024;40-60 cm;1;;;;;;;0;0;0;0;0;;;4,62;0,58;0,29;2,8;0,19;0,01;0,29;7,7;54;10,14;31,7;300,9;0,76;394,2;0,19;0,04;;44,1;9,55;15,84;15,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_607;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;385,4;;;;;0;;23.04.2024;03.09.2024;40-60 cm;;;60;230;;;;0;0;0;0;0;;;4,19;0,47;0,37;2,85;0,14;0,01;0,3;6,8;47;10,16;27,2;292;0,13;319,5;0,16;0,02;;44,58;10,64;13,98;14,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_608;31.05.2024;1;51,39019;11,87853;107;4;Silomais;Geoxx;0;282;;;;;0;;23.04.2024;03.09.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;4,2;0,71;0,19;1,4;0,3;0,01;0,3;8;64,4;10,91;44,1;351,8;0,42;396,8;0,22;;;45,27;10,78;13,84;14,2;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_701;10.06.2024;0;51,2780469;11,7567947;107;4;Silomais;Justy;0;550;;;;;0;;16.04.2024;26.08.2024;40-60 cm;;63;69;;;;;0;0;0;1;0;16.04.2024;;3,97;0,52;0,3;3,57;0,15;0,01;0,25;11,7;78,7;10,9;23,9;163,2;0,63;29,3;0,06;;;44,49;11,2;15,76;19,7;7,3;0,12;4,9;17;6,1;324;0,69;42,39;1,6;2,47;21,56;10,5;1,29;2,22;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_702;10.06.2024;0;51,2712556;11,7544464;107;4;Silomais;Editio;0;550;;;;;0;;17.04.2024;26.08.2024;40-60 cm;;84;69;;;;;0;0;0;1;0;17.04.2024;;3,96;0,56;0,31;3,52;0,2;0,01;0,26;7,9;75,9;8,95;22,7;150,3;0,59;10,5;0,05;;;43,86;11,09;15,19;15,1;6,8;0,13;7;16,4;8,5;246;0,99;196,4;3,14;3,98;66;12,17;1,58;2,72;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_703;10.06.2024;0;51,2660276;11,76911;107;4;Silomais;Vitalico;0;550;;;;;0;;25.04.2024;28.08.2024;40-60 cm;;44;;;;;;0;0;0;1;0;25.04.2024;;4,33;0,71;0,3;3,59;0,16;0,01;0,29;11,4;101,1;9,17;25,1;358,3;0,56;13,8;0,06;0,04;;43,74;10,1;14,97;20,4;6,8;0,14;11,7;18,6;11,1;237;1,31;201,5;3,26;4,94;59,81;11,79;1,59;2,73;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_704;10.06.2024;0;51,2527372;11,7789749;107;4;Silomais;Vitalico;0;550;;;;;0;;25.04.2024;29.08.2024;40-60 cm;;27;;;;;;0;0;0;1;0;25.04.2024;;4,25;0,72;0,27;3,85;0,21;0,01;0,32;8,3;100,8;9,92;27,3;272,4;0,42;25,6;0,06;0,02;;43,81;10,31;13,43;18,6;7,2;0,14;20,7;27;10,3;310;0,61;39,7;1,79;2,83;21,64;9,6;1,32;2,27;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_705;10.06.2024;0;51,2506469;11,7799455;107;4;Silomais;Vitalico;0;550;;;;;0;;27.04.2024;29.08.2024;40-60 cm;;51;11;;;;;0;0;0;1;0;27.04.2024;;4,24;0,59;0,27;3,3;0,2;0,01;0,26;7,7;79,5;8,64;25,8;232,2;0,39;17,8;0,07;0,06;;43,7;10,31;16,48;15,8;7,2;0,14;17,3;33,4;11,2;299;0,77;60,96;4,91;4,72;22,9;12,88;1,8;3,1;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_866;21.06.2024;0;51,500053;11,170189;107;4;Silomais;Gant;0;132;;;;;0;;02.05.2024;;40-60 cm;;148;39;145;16;;11;0;0;0;1;0;;;3,9;0,19;0,59;4,48;0,15;0;0,26;6,2;33,3;8,02;45,5;71,4;0,21;48,1;0,01;0,14;;42,01;10,76;14,91;11,2;6,7;0,18;4,1;20,4;14,3;279;1,15;319,7;4,84;11,3;70,75;11,78;2,17;3,73;2044;Harzgerode;51,65200043;11,13659954
IAU;3_867;21.06.2024;0;51,7387558;12,1564931;107;2;Silomais;Ronaldinio;0;310;35;;;;0;DAP;18.04.2024;20.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,32;0,24;0,43;4,14;0,15;0,01;0,24;5,6;28,8;9,43;29,7;66,1;0,09;75,4;0,04;0,15;;41,8;12,58;13,57;12,7;6,9;0,1;5,2;21,3;6,4;113;0,77;113,8;3,39;6,98;116,4;10,98;1,11;1,91;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_868;21.06.2024;0;51,7387558;12,1564931;107;2;Silomais;Ronaldinio;0;290;35;;;;0;ohne Physiostarter;18.04.2024;20.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,12;0,28;0,31;4,07;0,15;0,01;0,24;5,5;23,5;8,17;32,2;60,6;0,36;65,6;0,03;0,1;;41,63;13,33;12,86;12;6,3;0,08;6,8;20,7;7,9;88;0,44;100,9;3,27;6,15;188,2;13,43;1,11;1,91;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_869;21.06.2024;0;51,7387558;12,1564931;107;2;Silomais;Ronaldinio;0;295;34;;;;0;mit Physiostarter;19.04.2024;20.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,1;0,23;0,36;4,23;0,14;0,01;0,25;5,2;22,3;7,79;38,2;59,1;0,39;48,1;0,02;0,06;;41,47;13,36;12,23;12,1;6,3;0,09;6,3;21,6;7,4;70;0,36;115,9;3,01;6,24;113,2;11,4;0,99;1,7;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_870;21.06.2024;0;51,7387558;12,1564931;107;2;Silomais;C 1211;0;290;31;;;;0;mit Physiostarter;22.04.2024;22.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,53;0,22;0,36;4,7;0,14;0;0,27;5,6;22,2;11,4;37;92;0,13;46;0,03;0,07;;41,12;11,65;13,24;11,8;5,9;0,12;15,7;36,1;6,5;71;0,46;69,27;3,38;5,04;180,2;12,17;1,44;2,48;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_871;21.06.2024;0;51,7387558;12,1564931;107;2;Silomais;C 1211;0;290;31;;;;0;ohne Physiostarter;22.04.2024;22.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,48;0,23;0,33;4,24;0,14;0,01;0,25;5,1;19,7;9,49;31,9;74;0,23;22,8;0,04;0,09;;41,39;11,9;13,77;11,6;6,6;0,07;5,6;21,4;7,9;90;0,59;64,09;3,13;4,85;126,1;15,13;1;1,72;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_872;21.06.2024;0;51,7120813;12,0913409;107;3;Silomais;C 1212;0;340;33;;;;0;Wildschaden;17.04.2024;26.08.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;3,27;0,22;0,35;4,16;0,13;0,01;0,25;5,9;43,8;9,18;31,1;68;0,09;43,1;0,02;0,07;;41,67;12,73;12,9;12,3;5,9;0,09;7,1;19,1;5,8;81;0,45;154,8;2,39;4,11;244,6;12,75;1,19;2,05;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_873;21.06.2024;0;52,121166;12,011656;107;2;Silomais;Glorius;0;437;;;;;0;Einzelkornsaat;01.05.2024;04.09.2024;40-60 cm;;;;;;;;0;0;0;0;0;;;2,85;0,26;0,18;2,05;0,14;0;0,16;8,7;42,9;12,57;31,1;66,9;1,79;29,1;0,03;0,16;;42,84;15,03;17,37;21,2;6;0,07;8,5;19,9;6,8;64;0,21;114,8;2,13;6,7;207;11,5;0,82;1,41;1052;Möckern-Drewitz;52,2173996;12,16409969
IAU;3_902;26.06.2024;0;52,75687;12,17696;104;2;Silomais;Novialis;0;289;;;;;1;;29.04.2024;15.09.2024;40-60 cm;;123;40;133;6;15;;0;0;0;0;0;15.05.2024;;2,58;0,17;0,48;3,32;0,18;0,01;0,19;6,4;27,3;5,13;34,6;45,7;0,27;40,3;;0,1;;42,26;16,36;13,29;14,9;5,4;0,08;11,5;19,3;5,8;50;0,13;50,91;2;5,39;267,5;15,26;1,22;2,1;2794;Kyritz;52,93619919;12,40929985
IAU;3_907;26.06.2024;0;52,75874;12,2363;104;2;Silomais;Petruschka;0;227;;;;;0;;15.05.2024;05.09.2024;40-60 cm;;86;21;92;18;35;17;0;0;0;0;0;17.05.2024;;2,7;0,28;0,4;2,83;0,18;0;0,21;7,8;23,1;2,81;43,3;41,7;0,24;10,5;;0,04;;42,53;15,73;12,85;15,5;6,4;0,1;10,1;11,2;5,2;83;0,35;45,43;0,94;4,46;230,1;10,14;1,02;1,75;2794;Kyritz;52,93619919;12,40929985
IAU;3_908;26.06.2024;0;52,758474;12,2363;104;1;Silomais;Petruschka;0;116;;;;;0;;30.04.2024;18.09.2024;40-60 cm;;92;22;98;20;37;19;0;0;0;0;0;21.05.2024;;2,73;0,25;0,42;2,71;0,18;0;0,21;7,1;35,9;3,25;48,2;38,8;0,16;5,1;;;;42,78;15,69;13,19;15,5;5,7;0,11;9,4;9,5;6;54;0,18;38,17;0,77;4,38;235,5;10,14;1,12;1,93;2794;Kyritz;52,93619919;12,40929985
IAU;3_905;26.06.2024;0;52,76885;12,20214;104;3;Silomais;Jaro;0;219;;;;;0;;02.05.2024;08.09.2024;40-60 cm;;85;52;212;27;2;57;0;0;0;0;0;24.05.2024;;3,02;0,18;0,37;2,97;0,15;0,01;0,21;7,5;19;6,92;27,5;51,6;0,16;31,5;0,03;0,06;;42,38;14,03;14,25;14,1;6,3;0,13;5,1;12,8;13,1;173;0,51;148,5;1,99;4,55;189,6;11,3;1,46;2,51;2794;Kyritz;52,93619919;12,40929985
IAU;3_906;26.06.2024;0;52,79003;12,18997;104;2;Silomais;Joker;0;275;;;;;0;;12.05.2024;14.09.2024;40-60 cm;;116;30;143;22;41;60;0;0;0;0;0;03.06.2024;;3,23;0,18;0,49;3,72;0,17;0,01;0,24;5,7;27;5,67;34,6;50,6;0,29;40,8;;0,03;;41,58;12,89;13,18;14,7;6;0,06;8,5;18;6,8;57;0,21;58,12;2,31;6,16;156,1;14,03;0,84;1,44;2794;Kyritz;52,93619919;12,40929985
IAU;3_901;26.06.2024;0;52,74469;12,18005;104;1;Silomais;Joker;0;267;;;;;1;;01.05.2024;15.09.2024;40-60 cm;;87;18;82;16;31;16;0;0;0;0;0;05.06.2024;;2,75;0,27;0,42;3,07;0,19;0,01;0,22;9;33,5;4,79;30,9;58,9;0,04;10,8;;0,02;;42,28;15,39;12,77;14,1;6;0,08;6,3;11,7;3,3;45;0,4;47,37;2,01;4,21;172,6;11,81;0,92;1,58;2794;Kyritz;52,93619919;12,40929985
IAU;3_909;26.06.2024;0;52,77199;12,17928;104;3;Silomais;Clementeen;0;316;;;;;0;;28.04.2024;07.09.2024;40-60 cm;;81;10;31;6;12;73;0;0;0;0;0;05.06.2024;;3,03;0,15;0,47;2,81;0,15;0,01;0,22;6,3;15,5;6,75;32,8;45,2;0,25;19;;0,07;;42,09;13,91;13,78;13,9;5,9;0,16;2,6;10;16,5;226;0,51;43,16;2,42;2,21;249,2;12,63;1,98;3,41;2794;Kyritz;52,93619919;12,40929985
IAU;3_910;26.06.2024;0;52,76077;12,26447;104;3;Silomais;Jaro;0;204;;;;;0;;15.05.2024;05.09.2024;40-60 cm;;77;22;165;26;36;0;0;0;0;0;0;05.06.2024;;2,87;0,21;0,43;2,87;0,19;0,01;0,21;8,2;13,3;5,64;30,3;54;0,07;33;;0,07;;42,05;14,65;13,72;15,3;6,1;0,16;3,2;5,5;11,1;190;0,76;63,99;1,8;3,12;266;11,28;1,77;3,04;2794;Kyritz;52,93619919;12,40929985
IAU;3_935;03.07.2024;0;52,667933;11,134152;109;3;Silomais;LG 33240;0;420;;;;;0;Pfleglos Abrakombi;03.05.2024;04.09.2024;< 40 cm;;120;60;100;;350;;0;0;0;1;0;10.06.2024;;2,55;0,19;0,45;3,7;0;0,007;0,18;5;25,9;7,9;30;116,1;0,43;178,9;0,06;0,12;;41,73;16,34;14,51;18,6;6,3;0,14;15,1;23,1;6,4;94;0,54;84,56;2,46;10,8;177,3;11,04;1,51;2,6;1544;Gardelegen;52,51290131;11,39420033
IAU;3_936;03.07.2024;0;52,672336;11,135819;109;3;Silomais;DKC 3450;0;390;;;;;0;Mist und Gärrest Pflug;29.04.2024;04.09.2024;< 40 cm;;120;60;100;;1.400;;0;0;0;1;0;10.06.2024;;2,51;0,15;0,4;2,6;0;0,004;0,16;4;25,6;8,9;29,1;77,8;0,51;74,6;0,04;0,09;;42,57;16,94;15,34;19,5;6,7;0,1;10,8;20,9;4,3;91;0,47;97,91;2,05;3,23;99,65;12,57;1,22;2,1;3093;Lüchow;52,97240067;11,13739967
IAU;3_931;03.07.2024;0;51,858413;10,954907;107;4;Silomais;Vitallo;0;420;39;;;;0;;30.04.2024;18.09.2024;40-60 cm;;120;56;147;35;62;15;1;0;0;0;0;;;2,77;0,17;0,36;2,69;0,1;0,01;0,18;6,2;32,1;10,4;39,6;67;0,54;35,8;0,04;0,15;;42,81;15,48;15,14;18,3;7;0,1;8,6;22,7;9;163;1,05;249,7;2,63;7,89;70,17;9,82;0,97;1,67;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;3_932;03.07.2024;0;51,85843;10,957085;107;4;Silomais;Vitallo;0;420;39;;;;0;;30.04.2024;18.09.2024;40-60 cm;;120;56;147;35;62;15;1;0;0;0;0;;;3,1;0,16;0,4;3,18;0,11;0,01;0,2;5,9;25,7;14,82;46,3;75,5;0,51;228,6;0,03;0,09;;42,47;13,72;15,12;16,9;6,5;0,11;4,6;15,3;11;173;0,88;262,8;2,46;5,77;94,14;10,14;1,09;1,87;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;3_933;03.07.2024;0;51,853137;10,958075;107;4;Silomais;Vitallo;0;420;39;;;;0;;30.04.2024;18.09.2024;40-60 cm;;120;56;147;35;62;15;1;0;0;0;0;;;3,03;0,17;0,35;2,75;0,1;0,01;0,2;5,7;38,5;11,7;40,6;73,7;1;78,4;0,05;0,12;;42,85;14,17;15,43;19;7,1;0,12;9,6;26,9;7,2;207;1,25;236,5;2,79;7,85;52,75;10,58;1,25;2,15;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;2_782;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;49,3;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;3,66;0,63;0,36;3,07;0,17;0,24;0,3;30,9;27,3;7,5;23,7;74,3;0,51;15,7;;0,08;;44,27;12,11;12,36;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_783;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;49,3;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;3,82;0,67;0,37;3,01;0,18;0,25;0,3;34,4;29,7;8,51;23,1;83;0,4;14,6;0,03;0,02;;44,23;11,59;12,67;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_784;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;47,6;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;3,85;0,64;0,35;3,03;0,18;0,3;0,29;32,2;27,9;7,11;23,9;74,8;0,27;15,1;;0,03;;43,97;11,43;13,31;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_785;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;48,5;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;3,99;0,66;0,36;2,96;0,19;0,25;0,3;31,1;30,1;7,56;25,8;92,5;0,32;16,1;0,02;0,05;;44,14;11,07;13,31;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_788;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;45,3;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;3,61;0,73;0,38;2,76;0,17;0,14;0,26;29,3;30,4;7,15;21,5;90,5;0,09;17,8;0,02;0,03;;44,26;12,27;13,79;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_789;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;41,4;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;4,04;0,96;0,38;1,86;0,21;0,11;0,31;27,8;38,5;9,75;24,2;83,8;0,33;20,3;0,02;0,06;;44,9;11,11;12,91;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_790;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;44,7;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;4,24;0,73;0,37;2,73;0,19;0,17;0,3;23,3;32,7;9,06;27,8;90,8;0,25;25,5;;0,02;;44,68;10,53;14,03;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_791;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;37,8;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;4,5;0,75;0,4;2,02;0,22;0,18;0,32;22,4;35,5;9,66;29,9;77,5;0,06;15,3;;0,09;;45,01;10;14,06;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_794;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;46,4;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;4,01;0,59;0,41;2,85;0,17;0,31;0,3;23,2;28,1;6,9;23,8;72,6;0,13;17,8;;0,07;;44,85;11,2;13,28;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_795;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;44,5;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;4,04;0,61;0,41;2,71;0,18;0,35;0,3;19,9;30,4;7,3;25,5;85,4;0,26;26,9;;0,05;;44,4;10,98;13,33;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_796;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;45,3;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;3,83;0,5;0,38;2,75;0,16;0,33;0,27;23,9;27,8;8,22;25,9;75,8;0,11;12,9;;0,02;;44,49;11,61;14;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_797;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;45,6;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;17.05.2023;;3,92;0,55;0,39;2,61;0,18;0,34;0,29;23,2;28,3;7,56;27,6;76,7;0,11;18,3;;0,06;;44,47;11,35;13,55;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_800;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;45,8;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;3,77;0,64;0,39;2,6;0,17;0,23;0,28;24,1;32;7,13;21,4;80,4;0,05;19;;0,07;;44,48;11,79;13,55;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_801;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;41,5;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;4,32;0,84;0,42;1,63;0,21;0,18;0,32;24,8;36,8;10,15;25,8;91,6;0,02;22,1;;0,05;;45,28;10,49;13,28;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_802;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;42,3;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;4,35;0,64;0,41;2,58;0,18;0,23;0,33;22,9;30,5;9,36;31,4;81,6;0,05;18,2;;0,06;;44,56;10,25;13,09;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_803;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;36,5;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;17.05.2023;;4,5;0,79;0,41;1,91;0,23;0,21;0,36;20,8;37;9,85;29,5;84;0,05;23,9;;0,04;;44,79;9,96;12,62;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
