lab name;lab_nr;probenahme;versuchsfläche;gps_lat;gps_lon;bodenklimaraum;bodengruppe;kultur;sorte;öko/konv;ertrag (dt/ha);rohprotein (% TS);stärke (%);zucker (% TS);öl (%);bewässerung;besonderheiten;dat_saat;dat_ernte;entwicklungsstadium;d_org;d_n;d_p2o5;d_k2o;d_mgo;d_cao;d_s;d_b;d_mn;d_cu;d_zn;d_fe;dat_düng;anm_dgg;p_n;p_ca;p_p;p_k;p_mg;p_na;p_s;p_b;p_mn;p_cu;p_zn;p_fe;p_mo;p_al;p_co;p_se;p_si;p_c;p_c_n;p_n_s;p_ts;ph_wert;b_n;b_p;b_k;b_mg;b_ca;b_b;b_mn;b_cu;b_zn;b_fe;b_c_n;b_c;b_humus;station_id;station_name;station_lat;station_lon
IAU;3_149;03.04.2024;1;51,8195;11,7142;107;4;Winterweizen;Asory;0;106;11,7;;;;0;Kali-Düngungsversuch;06.10.2023;18.07.2024;EC 32-36;;220;69;;;;;0;0;0;0;0;07.05.2024;;4,34;0,62;0,38;3,48;0,13;0,01;0,36;5,6;133;6,33;21,2;117,9;1,38;60,4;0,13;0,28;;43,83;10,11;12;18,8;7,3;0,12;9,6;11,8;7,1;310;1,52;175,6;4,31;4,61;41,8;10,92;1,33;2,29;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_150;03.04.2024;1;51,8195;11,7142;107;4;Winterweizen;Asory;0;110;11,7;;;;0;Kali-Düngungsversuch;06.10.2023;18.07.2024;EC 32-36;;220;69;;;;;0;0;0;0;0;07.05.2024;;4,85;0,7;0,37;3,48;0,14;0,01;0,39;4,8;127,8;5,81;23,4;106,4;1,34;48,2;0,1;0,26;;44,15;9,11;12,53;18,7;7,3;0,11;9,3;16,5;6,9;316;1,56;174,1;4,33;4,62;39,99;11,55;1,32;2,27;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_151;03.04.2024;1;51,8195;11,7142;107;4;Winterweizen;Asory;0;109;11,8;;;;0;Kali-Düngungsversuch;06.10.2023;18.07.2024;EC 32-36;;220;69;;;;;0;0;0;0;0;07.05.2024;;4,33;0,63;0,36;3,32;0,12;0;0,36;5,2;148,1;5,76;20,7;99,7;1,46;47,9;0,1;0,33;;44,04;10,17;11,98;19,5;7,3;0,11;9;14,3;7,1;301;1,53;174,5;4,2;4,67;41,12;12,37;1,36;2,34;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_152;03.04.2024;1;51,8195;11,7142;107;4;Winterweizen;Asory;0;114;11,9;;;;0;Kali-Düngungsversuch;06.10.2023;18.07.2024;EC 32-36;;220;69;;;;;0;0;0;0;0;07.05.2024;;4,51;0,65;0,37;3,52;0,12;0,01;0,37;4,8;134,1;6,38;24,6;101;1,31;49,9;0,08;0,25;;44,25;9,82;12,16;18,6;7,3;0,11;9,9;18,3;7,6;311;1,51;169,9;4,09;4,73;45,94;13,11;1,46;2,51;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_153;03.04.2024;1;51,8195;11,7142;107;4;Winterweizen;Asory;0;112;11,8;;;;0;Kali-Düngungsversuch;06.10.2023;18.07.2024;EC 32-36;;220;69;;;;;0;0;0;0;0;07.05.2024;;4,46;0,64;0,37;3,4;0,13;0,01;0,36;4,9;130,3;6,4;22,8;95,7;1,32;41,4;0,09;0,26;;44,01;9,87;12,32;19;7,4;0,14;10,1;19,8;7,6;586;1,02;58,33;2,64;3,56;24,02;11,6;1,6;2,75;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_165;03.04.2024;1;51,81941;11,70922;107;4;Winterweizen;Asory;0;55;9;;;;0;N-Düngungsversuch;18.10.2023;15.07.2024;EC 31;;;69;;31;;25;0;0;0;0;0;;;2,59;0,41;0,32;2,66;0,1;0,01;0,2;6,5;87,3;6,49;13,5;82,8;0,93;94,3;0,07;0,21;;42,34;16,33;12,65;27;7,4;0,11;6,4;12,9;7,8;323;1,02;106,9;3,37;4,12;27,45;13,22;1,43;2,46;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_177;04.04.2024;0;51,796635;12,065892;107;2;Winterweizen;Complice;0;49;11,5;;;;0;;13.10.2023;19.07.2024;EC 31;;120;;;7;12;79;1;1;1;1;0;25.04.2024;;4,04;0,36;0,65;3,67;0,11;0;0,53;2,6;45,5;5,11;26,9;110,1;3,17;35,4;0,12;0,19;;44,01;10,91;7,62;20,7;6,8;0,12;8;7,3;4,6;99;0,45;48,82;2,16;7,03;162,9;10,12;1,18;2,03;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_179;04.04.2024;0;51,774036;12,089008;107;2;Winterweizen;Complice;0;75;11,2;;;;0;;13.10.2023;20.07.2024;EC 31;;140;;;7;12;68;1;1;1;1;0;31.05.2024;;3,43;0,29;0,55;3,45;0,09;0;0,42;3,2;114,3;5,55;20,7;114,6;0,98;31,8;0,15;0,09;;43,79;12,78;8,17;22,3;5,7;0,13;6,4;19,4;7,1;82;0,61;165;3,38;8,26;380,8;13,01;1,7;2,92;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_178;04.04.2024;0;51,80223;12,064033;107;2;Winterweizen;Complice;0;62;9,9;;;;0;;16.10.2023;19.07.2024;EC 31;;150;;;7;12;79;1;1;1;1;0;03.06.2024;;3,97;0,42;0,6;3,53;0,12;0;0,52;3,4;61,9;4,65;22,3;121,5;1,69;42,1;0,14;0,17;;44,15;11,13;7,68;20,7;7,2;0,09;7,8;5,1;3,1;82;0,45;36,44;1,43;2,95;94,28;11,52;0,99;1,7;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_187;05.04.2024;0;51,566627;12,233596;192;3;Winterweizen;Emerick;0;88;14,3;;;;0;;11.10.2023;30.07.2024;EC 31;;220;;;;;50;0;0;0;0;0;27.03.2024;;4,98;0,42;0,47;3,59;0,12;0,01;0,41;4,3;63,8;7,52;26,8;134,8;0,75;74,1;0,07;0,11;;44,91;9,01;12,27;19,7;6,4;0,12;8,5;15,3;12,4;166;0,86;233,7;4,44;5,36;143,6;11,71;1,41;2,43;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;3_188;05.04.2024;0;51,566152;12,239128;192;3;Winterweizen;Emerick;0;88;14,3;;;;0;;11.10.2023;30.07.2024;EC 31;;190;;;;;50;0;0;0;0;0;27.03.2024;;4,06;0,46;0,46;3,74;0,09;0,01;0,41;4,6;67,2;6,91;26,8;131,2;3,07;67,3;0,07;0,37;;44,45;10,95;10,02;21,3;7,2;0,38;14,7;39,2;10,7;414;1,68;41,28;3,59;5,23;87,01;11,15;4,26;7,33;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;3_203;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;114,4;;;;;0;;16.10.2023;19.07.2024;EC 31;1;80;;;;;;0;0;0;0;0;03.04.2024;;4,77;0,48;0,57;3,84;0,16;0,02;0,34;5,9;76,5;6,26;25,4;109,6;1,82;50,1;0,09;0,11;;43,91;9,21;13,84;17,6;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_204;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;117,8;;;;;0;Dünger noch sichtbar;16.10.2023;19.07.2024;EC 31;1;80;;;;;;0;0;0;0;0;03.04.2024;;4,69;0,5;0,55;3,62;0,16;0,02;0,34;6,1;71,3;6,43;23,6;102,7;1,49;43,3;0,1;0,11;;44,12;9,41;13,88;17,5;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_205;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;114,8;;;;;0;Dünger noch sichtbar;16.10.2023;19.07.2024;EC 31;1;80;;;;;;0;0;0;0;0;03.04.2024;;4,65;0,5;0,49;3,63;0,15;0,02;0,35;5,4;84,9;6,95;24,4;114,5;1,96;80,1;0,09;0,15;;44,35;9,53;13,47;18,7;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_206;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;115,1;;;;;0;Dünger noch sichtbar;16.10.2023;19.07.2024;EC 31;1;80;;;;;;0;0;0;0;0;03.04.2024;;4,55;0,48;0,45;3,54;0,15;0,01;0,32;5,3;89;5,63;23;113,4;1,91;61,3;0,11;0,14;;44,23;9,72;14,14;17,6;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_209;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;115;;;;;0;Dünger noch sichtbar;16.10.2023;19.07.2024;EC 31;0;100;;;;;;0;0;0;0;0;03.04.2024;;3,94;0,46;0,46;3,19;0,12;0,01;0,27;5,1;110;6,83;17,8;118,9;0,79;71,3;0,11;0,14;;43,88;11,14;14,82;19,9;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_210;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;105,2;;;;;0;Dünger noch sichtbar;16.10.2023;19.07.2024;EC 31;0;100;;;;;;0;0;0;0;0;03.04.2024;;5,07;0,67;0,47;2,35;0,21;0,02;0,37;5,5;93,1;7,02;23,5;146,9;0,9;112,4;0,12;0,18;;45,61;8,99;13,77;20,5;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_211;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;111,8;;;;;0;Dünger noch sichtbar;16.10.2023;19.07.2024;EC 31;0;100;;;;;;0;0;0;0;0;03.04.2024;;4,64;0,45;0,27;3,16;0,14;0,02;0,31;5,7;76,7;5,89;19,6;124,7;0,52;167,7;0,09;0,13;;45,07;9,7;14,96;22;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_212;09.04.2024;1;51,39019;11,87853;107;4;Winterweizen;Reform;0;97,4;;;;;0;Dünger noch sichtbar;16.10.2023;19.07.2024;EC 31;0;100;;;;;;0;0;0;0;0;03.04.2024;;4,68;0,47;0,28;2,75;0,16;0,01;0,34;4,7;79,8;6,57;18,6;134;0,57;102,3;0,08;0,07;;45,12;9,64;13,82;21,7;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
